channel,n_pos,n_neg,mean_pos,sd_pos,mean_neg,sd_neg,mw_stat,mw_p,rb_r,cohens_d,ancova_beta,ancova_se,ancova_t,ancova_p,ancova_r2,ancova_p_fdr,ancova_p_fdr_sig,ancova_p_hoch,ancova_p_hoch_sig,ancova_p_homm,ancova_p_homm_sig,mw_p_fdr,mw_p_fdr_sig,mw_p_hoch,mw_p_hoch_sig,mw_p_homm,mw_p_homm_sig,ancova_p_perm_max,ancova_p_perm_max_sig,ancova_p_cluster,ancova_p_cluster_sig
channel1,77,85,-1.450649e-05,6.924720e-05,1.729412e-06,4.678201e-05,2.988500e+03,3.416343e-01,8.678380e-02,-2.773566e-01,-3.918638e-05,1.835275e-05,-2.135178e+00,3.430793e-02,8.290477e-02,1.829756e-01,False,4.803111e-01,False,4.460031e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,2.422000e-01,False,3.020000e-02,True
channel2,77,85,-1.653247e-05,6.868724e-05,-6.858824e-06,4.535131e-05,3.231000e+03,8.905607e-01,1.268144e-02,-1.678681e-01,-4.141960e-05,1.814432e-05,-2.282786e+00,2.379368e-02,6.372902e-02,1.829756e-01,False,3.806989e-01,False,3.313754e-01,False,8.905607e-01,False,8.905607e-01,False,8.905607e-01,False,1.802000e-01,False,3.020000e-02,True
channel3,77,85,-1.641558e-05,6.404652e-05,3.647059e-06,4.360420e-05,2.793500e+03,1.084753e-01,1.463713e-01,-3.695946e-01,-3.749536e-05,1.725405e-05,-2.173134e+00,3.127887e-02,7.109134e-02,1.829756e-01,False,4.691830e-01,False,4.066253e-01,False,6.563935e-01,False,8.905607e-01,False,8.695910e-01,False,2.266000e-01,False,3.020000e-02,True
channel4,77,85,-1.557143e-05,6.319382e-05,-1.882353e-06,4.152062e-05,2.883500e+03,1.924241e-01,1.188694e-01,-2.586081e-01,-3.325367e-05,1.663471e-05,-1.999053e+00,4.733935e-02,7.628656e-02,1.893574e-01,False,6.154115e-01,False,5.680722e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,3.214000e-01,False,3.020000e-02,True
channel5,77,85,-7.337662e-06,8.313917e-05,3.552941e-06,4.320590e-05,2.941500e+03,2.671141e-01,1.011459e-01,-1.667934e-01,-3.558891e-05,2.048038e-05,-1.737707e+00,8.423580e-02,7.074828e-02,2.695546e-01,False,9.377239e-01,False,9.265938e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,4.988000e-01,False,1.000000e+00,False
channel6,77,85,-6.662338e-06,5.439224e-05,-6.470588e-07,3.795445e-05,2.925000e+03,2.442501e-01,1.061879e-01,-1.293809e-01,-5.400568e-06,1.462078e-05,-3.693762e-01,7.123483e-01,6.334058e-02,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel7,77,85,-4.805195e-07,5.456373e-05,5.352941e-06,4.490909e-05,3.028000e+03,4.128455e-01,7.471352e-02,-1.173043e-01,-1.364471e-05,1.592178e-05,-8.569836e-01,3.927685e-01,2.838169e-02,7.855370e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,9.896000e-01,False,1.000000e+00,False
channel8,77,85,-4.805195e-06,5.340758e-05,4.882353e-06,3.875976e-05,2.780000e+03,9.862631e-02,1.504966e-01,-2.092390e-01,-1.344526e-05,1.452884e-05,-9.254187e-01,3.561775e-01,7.362160e-02,7.855370e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.695910e-01,False,9.786000e-01,False,1.000000e+00,False
channel9,77,85,6.493506e-07,3.477967e-05,4.352941e-07,4.487110e-05,3.168500e+03,7.283810e-01,3.177998e-02,5.299314e-03,3.065646e-06,1.303371e-05,2.352091e-01,8.143549e-01,9.718727e-03,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,8.245011e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel10,77,85,-4.701299e-06,5.073358e-05,7.176471e-07,3.898981e-05,3.019500e+03,3.968615e-01,7.731092e-02,-1.205488e-01,-6.101302e-06,1.451324e-05,-4.203957e-01,6.747749e-01,1.218059e-02,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel11,77,85,-4.558442e-06,3.646898e-05,-1.882353e-07,3.707826e-05,3.004000e+03,3.685040e-01,8.204736e-02,-1.187875e-01,-4.931337e-06,1.191193e-05,-4.139830e-01,6.794552e-01,6.424117e-03,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel12,77,85,-5.701299e-06,4.594077e-05,-1.658824e-06,3.585937e-05,3.047500e+03,4.512705e-01,6.875477e-02,-9.869659e-02,-3.291857e-06,1.312944e-05,-2.507234e-01,8.023579e-01,2.505902e-02,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel13,77,85,-2.480519e-06,3.224479e-05,-3.882353e-07,3.821932e-05,3.112500e+03,5.925699e-01,4.889228e-02,-5.892598e-02,-8.966105e-07,1.145725e-05,-7.825703e-02,9.377239e-01,1.054493e-02,9.377239e-01,False,9.377239e-01,False,9.377239e-01,False,7.293167e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel14,77,85,-7.272727e-06,4.873711e-05,9.411765e-07,3.796281e-05,2.993000e+03,3.493154e-01,8.540871e-02,-1.891938e-01,-2.197783e-05,1.380224e-05,-1.592338e+00,1.133331e-01,4.731491e-02,3.022215e-01,False,9.377239e-01,False,9.377239e-01,False,6.563935e-01,False,8.905607e-01,False,8.905607e-01,False,6.038000e-01,False,1.000000e+00,False
channel15,77,85,-6.116883e-06,3.914076e-05,-6.235294e-07,4.094072e-05,3.072500e+03,5.032488e-01,6.111536e-02,-1.370057e-01,-1.546956e-06,1.289653e-05,-1.199514e-01,9.046760e-01,2.065086e-02,9.377239e-01,False,9.377239e-01,False,9.377239e-01,False,6.709984e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
channel16,77,85,-7.831169e-06,4.154465e-05,-6.047059e-06,4.260838e-05,3.186000e+03,7.729698e-01,2.643239e-02,-4.237141e-02,-7.515423e-06,1.355864e-05,-5.542904e-01,5.801738e-01,1.421722e-02,9.306914e-01,False,9.377239e-01,False,9.377239e-01,False,8.245011e-01,False,8.905607e-01,False,8.905607e-01,False,1.000000e+00,False,1.000000e+00,False
